r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.046506 -1.291677 -0.459651 0.019314 -0.000537 0.000000 -165.640323 0 1 0 0 0 0
3.025192 -1.192317 -0.430293 0.017349 -0.000535 0.000005 -167.633001 0 1 0 0 0 0
3.007245 -1.092958 -0.399158 0.015245 -0.000513 0.000008 -170.857969 0 1 0 0 0 0
2.987900 -0.993598 -0.367585 0.013020 -0.000466 0.000009 -175.156910 0 1 0 0 0 0
2.959403 -0.894238 -0.337228 0.010833 -0.000355 0.000006 -179.034903 0 1 0 0 0 0
2.935323 -0.794878 -0.304697 0.008647 -0.000245 0.000003 -181.739178 0 1 0 0 0 0
2.915368 -0.695518 -0.270272 0.006509 -0.000147 0.000001 -183.522622 0 1 0 0 0 0
2.899206 -0.596159 -0.234251 0.004466 -0.000067 0.000000 -184.597193 0 1 0 0 0 0
2.886574 -0.496799 -0.196922 0.002587 -0.000013 -0.000000 -185.126316 0 1 0 0 0 0
2.877135 -0.397439 -0.158573 0.001016 0.000012 -0.000000 -185.222006 0 1 0 0 0 0
2.870495 -0.298079 -0.119480 0.000060 0.000012 -0.000000 -184.960948 0 1 0 0 0 0
2.866511 -0.198720 -0.079875 -0.000046 0.000003 -0.000000 -184.437969 0 1 0 0 0 0
2.864688 -0.099360 -0.039988 -0.000032 0.000000 0.000000 -183.966431 0 1 0 0 0 0
2.864180 0.000000 0.000000 -0.000002 -0.000000 -0.000000 -183.807729 0 1 0 0 0 0
2.864738 0.099360 0.039987 -0.000006 -0.000000 -0.000000 -183.974584 0 1 0 0 0 0
2.866263 0.198720 0.079889 -0.000102 -0.000002 -0.000000 -184.463072 0 1 0 0 0 0
2.868783 0.298079 0.119623 -0.000383 -0.000006 -0.000000 -185.262605 0 1 0 0 0 0
2.872693 0.397439 0.159064 -0.001080 -0.000018 -0.000000 -186.316361 0 1 0 0 0 0
2.878233 0.496799 0.198065 -0.001360 -0.000038 -0.000000 -187.475316 0 1 0 0 0 0
2.885452 0.596159 0.236490 -0.000555 -0.000061 -0.000001 -188.429758 0 1 0 0 0 0
2.894565 0.695518 0.274171 0.000557 -0.000084 -0.000002 -189.100860 0 1 0 0 0 0
2.905396 0.794878 0.311006 0.001839 -0.000105 -0.000003 -189.421531 0 1 0 0 0 0
2.917745 0.894238 0.346926 0.003223 -0.000126 -0.000004 -189.329639 0 1 0 0 0 0
2.931435 0.993598 0.381882 0.004655 -0.000148 -0.000006 -188.774669 0 1 0 0 0 0
2.946323 1.092958 0.415835 0.006095 -0.000171 -0.000008 -187.715048 0 1 0 0 0 0
2.962299 1.192317 0.448759 0.007516 -0.000198 -0.000011 -186.116268 0 1 0 0 0 0
2.979283 1.291677 0.480628 0.008901 -0.000231 -0.000015 -183.949583 0 1 0 0 0 0
2.997218 1.391037 0.511423 0.010237 -0.000269 -0.000019 -181.190945 0 1 0 0 0 0
3.016063 1.490397 0.541128 0.011522 -0.000314 -0.000023 -177.819859 0 1 0 0 0 0
3.035793 1.589756 0.569725 0.012756 -0.000366 -0.000027 -173.817852 0 1 0 0 0 0
3.056398 1.689116 0.597198 0.013947 -0.000425 -0.000032 -169.166320 0 1 0 0 0 0
3.077892 1.788476 0.623527 0.015105 -0.000492 -0.000038 -163.843688 0 1 0 0 0 0
3.100314 1.887836 0.648682 0.016242 -0.000567 -0.000043 -157.822070 0 1 0 0 0 0
3.123733 1.987196 0.672623 0.017370 -0.000649 -0.000049 -151.063786 0 1 0 0 0 0
3.148246 2.086555 0.695299 0.018493 -0.000739 -0.000055 -143.518148 0 1 0 0 0 0
3.173979 2.185915 0.716645 0.019613 -0.000839 -0.000062 -135.118852 0 1 0 0 0 0
3.201093 2.285275 0.736581 0.020718 -0.000952 -0.000069 -125.782418 0 1 0 0 0 0
3.229803 2.384635 0.755003 0.021786 -0.001083 -0.000078 -115.408600 0 1 0 0 0 0
3.260377 2.483994 0.771780 0.022779 -0.001239 -0.000088 -103.884125 0 1 0 0 0 0
