r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.195706 -15.667920 -0.294909 0.715603 -0.109906 0.004257 -1276.008217 0 1 0 0 0 0
5.176135 -14.462695 -0.274286 0.682992 -0.105024 0.005131 -1275.807333 0 1 0 0 0 0
5.164253 -13.257471 -0.252587 0.700752 -0.105200 0.007988 -1275.806785 0 1 0 0 0 0
5.148768 -12.052246 -0.231008 0.656780 -0.096089 0.008808 -1275.907247 0 1 0 0 0 0
5.133592 -10.847022 -0.209138 0.586708 -0.087062 0.010106 -1275.754398 0 1 0 0 0 0
5.119933 -9.641797 -0.186894 0.541620 -0.080438 0.010395 -1275.300992 0 1 0 0 0 0
5.110068 -8.436572 -0.164164 0.529871 -0.074664 0.010952 -1274.292889 0 1 0 0 0 0
5.099762 -7.231348 -0.141281 0.342393 -0.041264 0.005984 -1273.265544 0 1 0 0 0 0
5.092531 -6.026123 -0.118069 0.229751 -0.006723 0.001999 -1272.979223 0 1 0 0 0 0
5.086707 -4.820898 -0.094672 0.234032 -0.005058 0.002489 -1272.527744 0 1 0 0 0 0
5.083319 -3.615674 -0.071098 0.277174 -0.006723 0.003803 -1271.886806 0 1 0 0 0 0
5.081789 -2.410449 -0.047427 0.329167 -0.004455 0.005201 -1271.216189 0 1 0 0 0 0
5.081202 -1.205225 -0.023719 0.357301 0.001484 0.005838 -1270.541300 0 1 0 0 0 0
5.077891 0.015455 0.000305 0.007607 -0.000031 0.000006 -1269.946138 0 1 0 0 0 0
5.080103 1.205225 0.023729 0.314173 0.017807 0.003054 -1270.453483 0 1 0 0 0 0
5.080953 2.410449 0.047443 0.290757 0.021611 0.001791 -1270.874024 0 1 0 0 0 0
5.084228 3.615674 0.071073 0.257559 0.017701 -0.000058 -1271.092435 0 1 0 0 0 0
5.089989 4.820898 0.094550 0.175449 0.003544 -0.001724 -1271.347165 0 1 0 0 0 0
5.096546 6.026123 0.117883 0.116061 -0.004123 -0.000373 -1272.103498 0 1 0 0 0 0
5.103292 7.231348 0.141086 0.118270 -0.005661 0.001753 -1273.058208 0 1 0 0 0 0
5.108546 8.435768 0.164246 0.132513 -0.005884 0.002654 -1273.995689 0 1 0 0 0 0
5.112310 9.641834 0.187452 0.147345 -0.004412 0.002077 -1275.075423 0 1 0 0 0 0
5.115869 10.847021 0.210590 0.418794 0.063143 0.016065 -1276.381749 0 1 0 0 0 0
5.124798 12.052246 0.233174 0.595319 0.115000 0.031020 -1277.819239 0 1 0 0 0 0
5.135453 13.257471 0.255428 0.767120 0.171051 0.043526 -1278.695677 0 1 0 0 0 0
5.147020 14.462695 0.277398 0.982730 0.240205 0.057725 -1279.338361 0 1 0 0 0 0
5.161053 15.667920 0.298882 1.146522 0.285335 0.068694 -1279.774098 0 1 0 0 0 0
5.176913 16.873145 0.319904 1.274304 0.312621 0.076573 -1279.815035 0 1 0 0 0 0
5.192627 18.078369 0.340683 1.393415 0.327294 0.079072 -1279.481337 0 1 0 0 0 0
5.206647 19.283594 0.361441 1.389457 0.296903 0.065007 -1278.859335 0 1 0 0 0 0
5.220708 20.488819 0.381965 1.327436 0.248444 0.042492 -1278.473887 0 1 0 0 0 0
5.238320 21.694043 0.401718 1.510453 0.295035 0.045175 -1277.930865 0 1 0 0 0 0
5.253858 22.899268 0.421532 1.803951 0.361081 0.044220 -1277.567068 0 1 0 0 0 0
5.272318 24.104492 0.440616 2.024374 0.419638 0.050718 -1277.432399 0 1 0 0 0 0
5.293695 25.309717 0.458918 2.195047 0.476771 0.063498 -1276.838567 0 1 0 0 0 0
5.314562 26.514942 0.477003 2.353217 0.530538 0.074889 -1275.769392 0 1 0 0 0 0
5.332063 27.719796 0.495410 2.506983 0.590323 0.083633 -1274.580322 0 1 0 0 0 0
5.349210 28.925391 0.513648 2.655145 0.650559 0.091469 -1273.579753 0 1 0 0 0 0
5.368171 30.130616 0.531277 2.765102 0.688782 0.093998 -1272.671193 0 1 0 0 0 0
