r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.057775 -1.291677 -0.456270 0.019811 -0.000605 0.000004 -163.137500 0 1 0 0 0 0
3.034664 -1.192317 -0.427611 0.017684 -0.000586 0.000008 -165.905408 0 1 0 0 0 0
3.013648 -1.092958 -0.397463 0.015406 -0.000544 0.000010 -169.615260 0 1 0 0 0 0
2.990690 -0.993598 -0.366899 0.013113 -0.000478 0.000010 -174.052213 0 1 0 0 0 0
2.962523 -0.894238 -0.336518 0.010900 -0.000363 0.000006 -177.683041 0 1 0 0 0 0
2.938784 -0.794878 -0.303979 0.008726 -0.000253 0.000003 -180.198170 0 1 0 0 0 0
2.918981 -0.695518 -0.269603 0.006621 -0.000155 0.000001 -181.833800 0 1 0 0 0 0
2.902850 -0.596159 -0.233664 0.004622 -0.000077 0.000000 -182.791652 0 1 0 0 0 0
2.890199 -0.496799 -0.196428 0.002787 -0.000022 -0.000000 -183.231020 0 1 0 0 0 0
2.880774 -0.397439 -0.158172 0.001240 0.000006 -0.000000 -183.268526 0 1 0 0 0 0
2.874209 -0.298079 -0.119172 0.000252 0.000009 -0.000000 -182.990635 0 1 0 0 0 0
2.870220 -0.198720 -0.079669 0.000021 0.000003 -0.000000 -182.487230 0 1 0 0 0 0
2.868242 -0.099360 -0.039889 -0.000019 0.000000 0.000000 -182.061441 0 1 0 0 0 0
2.867674 0.000000 0.000000 -0.000002 -0.000000 -0.000000 -181.919042 0 1 0 0 0 0
2.868292 0.099360 0.039888 0.000004 -0.000000 -0.000000 -182.071510 0 1 0 0 0 0
2.870004 0.198720 0.079681 -0.000055 -0.000002 -0.000000 -182.515138 0 1 0 0 0 0
2.872826 0.298079 0.119287 -0.000255 -0.000006 -0.000000 -183.240436 0 1 0 0 0 0
2.877073 0.397439 0.158580 -0.000800 -0.000017 -0.000000 -184.202369 0 1 0 0 0 0
2.883054 0.496799 0.197403 -0.001182 -0.000038 -0.000000 -185.284843 0 1 0 0 0 0
2.890599 0.596159 0.235649 -0.000452 -0.000061 -0.000001 -186.205848 0 1 0 0 0 0
2.899948 0.695518 0.273154 0.000670 -0.000084 -0.000002 -186.845249 0 1 0 0 0 0
2.910933 0.794878 0.309824 0.001964 -0.000105 -0.000003 -187.147970 0 1 0 0 0 0
2.923346 0.894238 0.345598 0.003359 -0.000126 -0.000004 -187.054805 0 1 0 0 0 0
2.937014 0.993598 0.380432 0.004801 -0.000147 -0.000006 -186.517446 0 1 0 0 0 0
2.951803 1.092958 0.414293 0.006253 -0.000170 -0.000009 -185.495514 0 1 0 0 0 0
2.967616 1.192317 0.447152 0.007690 -0.000197 -0.000012 -183.954506 0 1 0 0 0 0
2.984384 1.291677 0.478986 0.009095 -0.000228 -0.000015 -181.864460 0 1 0 0 0 0
3.002066 1.391037 0.509773 0.010458 -0.000265 -0.000019 -179.198953 0 1 0 0 0 0
3.020636 1.490397 0.539491 0.011773 -0.000309 -0.000023 -175.934150 0 1 0 0 0 0
3.040083 1.589756 0.568118 0.013040 -0.000360 -0.000028 -172.047647 0 1 0 0 0 0
3.060410 1.689116 0.595633 0.014263 -0.000418 -0.000033 -167.516885 0 1 0 0 0 0
3.081634 1.788476 0.622013 0.015451 -0.000484 -0.000038 -162.316952 0 1 0 0 0 0
3.103794 1.887836 0.647228 0.016613 -0.000556 -0.000044 -156.417790 0 1 0 0 0 0
3.126945 1.987196 0.671241 0.017758 -0.000637 -0.000050 -149.780962 0 1 0 0 0 0
3.151168 2.086555 0.694009 0.018893 -0.000725 -0.000056 -142.356265 0 1 0 0 0 0
3.176564 2.185915 0.715479 0.020022 -0.000823 -0.000062 -134.078493 0 1 0 0 0 0
3.203264 2.285275 0.735583 0.021139 -0.000933 -0.000070 -124.864825 0 1 0 0 0 0
3.231457 2.384635 0.754230 0.022225 -0.001060 -0.000078 -114.613903 0 1 0 0 0 0
3.261406 2.483994 0.771293 0.023241 -0.001214 -0.000088 -103.199044 0 1 0 0 0 0
