r2      ,q2       , beta    , q4     , q6     , q8     , ene     
5.202723 -15.667920 -0.294114 0.578809 -0.037826 -0.013733 -1262.092244 0 1 0 0 0 0
5.183708 -14.462695 -0.273485 0.571615 -0.045856 -0.009683 -1262.339012 0 1 0 0 0 0
5.170979 -13.257471 -0.251930 0.583424 -0.053878 -0.005100 -1262.771879 0 1 0 0 0 0
5.156672 -12.052246 -0.230300 0.558625 -0.054299 -0.001438 -1263.583359 0 1 0 0 0 0
5.140292 -10.847022 -0.208593 0.512329 -0.055043 0.001247 -1264.049107 0 1 0 0 0 0
5.126376 -9.641797 -0.186424 0.474971 -0.055612 0.002923 -1263.605587 0 1 0 0 0 0
5.114583 -8.436572 -0.163874 0.361264 -0.040644 0.002452 -1262.554046 0 1 0 0 0 0
5.105720 -7.231348 -0.140952 0.198277 -0.001949 -0.000308 -1261.989813 0 1 0 0 0 0
5.099404 -6.026123 -0.117751 0.117988 0.012585 -0.001068 -1261.721431 0 1 0 0 0 0
5.094069 -4.820898 -0.094398 0.149080 0.005616 0.000067 -1261.123844 0 1 0 0 0 0
5.091740 -3.615674 -0.070863 0.222517 0.000464 0.001451 -1260.368914 0 1 0 0 0 0
5.091499 -2.410449 -0.047247 0.309741 0.000288 0.003140 -1259.600677 0 1 0 0 0 0
5.091584 -1.205225 -0.023623 0.353219 0.003038 0.003935 -1258.890517 0 1 0 0 0 0
5.089368 0.000013 0.000000 0.000132 0.000001 0.000000 -1258.291418 0 1 0 0 0 0
5.090580 1.205225 0.023632 0.276523 0.008024 0.001389 -1258.767523 0 1 0 0 0 0
5.091290 2.410449 0.047251 0.226260 0.007778 0.000404 -1259.197059 0 1 0 0 0 0
5.094285 3.615674 0.070793 0.164537 0.003072 -0.000707 -1259.645718 0 1 0 0 0 0
5.098769 4.820898 0.094224 0.077345 -0.007168 -0.001464 -1260.263959 0 1 0 0 0 0
5.104065 6.026123 0.117536 -0.020025 -0.016347 -0.000692 -1261.013151 0 1 0 0 0 0
5.109435 7.231348 0.140747 -0.057349 -0.016741 0.001702 -1261.582434 0 1 0 0 0 0
5.114817 8.436572 0.163859 -0.066609 -0.013440 0.003585 -1262.330545 0 1 0 0 0 0
5.121894 9.641797 0.186751 -0.062653 -0.015075 0.004099 -1263.364800 0 1 0 0 0 0
5.128107 10.847022 0.209586 0.107045 -0.002471 0.005990 -1264.021568 0 1 0 0 0 0
5.130759 12.052246 0.232632 0.406679 0.044546 0.010389 -1265.092530 0 1 0 0 0 0
5.138984 13.257471 0.255077 0.509811 0.060840 0.010051 -1265.685287 0 1 0 0 0 0
5.148452 14.462695 0.277243 0.600565 0.071285 0.006364 -1265.692130 0 1 0 0 0 0
5.159187 15.667920 0.299098 0.674646 0.073656 0.001657 -1265.056918 0 1 0 0 0 0
5.172008 16.873145 0.320511 0.641947 0.051012 -0.000149 -1263.895597 0 1 0 0 0 0
5.185401 18.078369 0.341633 0.595383 0.020224 -0.002977 -1262.835745 0 1 0 0 0 0
5.197270 19.283594 0.362746 0.651308 -0.006649 -0.014651 -1261.534365 0 1 0 0 0 0
5.211624 20.488819 0.383298 0.695120 -0.025316 -0.023849 -1259.604912 0 1 0 0 0 0
5.226519 21.694043 0.403535 0.661843 -0.049435 -0.027656 -1257.087274 0 1 0 0 0 0
5.246497 22.899268 0.422715 0.550510 -0.072627 -0.025149 -1254.559539 0 1 0 0 0 0
5.271509 24.104492 0.440751 0.427749 -0.094416 -0.019067 -1252.235193 0 1 0 0 0 0
5.292497 25.309717 0.459126 0.359839 -0.126430 -0.015026 -1249.523363 0 1 0 0 0 0
5.313058 26.514942 0.477273 0.314517 -0.159567 -0.012491 -1246.508093 0 1 0 0 0 0
5.332278 27.720166 0.495377 0.309288 -0.187929 -0.014217 -1243.227945 0 1 0 0 0 0
5.351141 28.925391 0.513277 0.325943 -0.212789 -0.017810 -1239.644472 0 1 0 0 0 0
5.370515 30.130616 0.530813 0.354039 -0.232807 -0.021536 -1235.578124 0 1 0 0 0 0
