r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.171419 -1.291677 -0.424156 0.034462 -0.003159 0.000284 -176.898559 0 1 0 0 0 0
3.131546 -1.192317 -0.401562 0.030021 -0.002597 0.000221 -179.595096 0 1 0 0 0 0
3.089526 -1.092958 -0.378180 0.025304 -0.001997 0.000156 -181.843152 0 1 0 0 0 0
3.050730 -0.993598 -0.352600 0.020868 -0.001477 0.000104 -183.655097 0 1 0 0 0 0
3.015668 -0.894238 -0.324762 0.016740 -0.001040 0.000065 -185.040316 0 1 0 0 0 0
2.984766 -0.794878 -0.294685 0.012934 -0.000686 0.000037 -186.023842 0 1 0 0 0 0
2.958311 -0.695518 -0.262482 0.009457 -0.000412 0.000018 -186.644191 0 1 0 0 0 0
2.936419 -0.596159 -0.228352 0.006318 -0.000212 0.000007 -186.947804 0 1 0 0 0 0
2.919048 -0.496799 -0.192565 0.003561 -0.000080 0.000002 -186.980506 0 1 0 0 0 0
2.906031 -0.397439 -0.155435 0.001340 -0.000011 -0.000000 -186.777830 0 1 0 0 0 0
2.897109 -0.298079 -0.117295 0.000045 0.000007 -0.000000 -186.367636 0 1 0 0 0 0
2.892179 -0.198720 -0.078464 -0.000089 0.000002 -0.000000 -185.801498 0 1 0 0 0 0
2.890074 -0.099360 -0.039289 -0.000037 0.000000 -0.000000 -185.352641 0 1 0 0 0 0
2.889440 0.000000 0.000000 0.000000 0.000000 0.000000 -185.199635 0 1 0 0 0 0
2.890000 0.099360 0.039291 -0.000066 -0.000000 0.000000 -185.352608 0 1 0 0 0 0
2.891665 0.198720 0.078492 -0.000311 -0.000003 0.000000 -185.808954 0 1 0 0 0 0
2.894479 0.298079 0.117509 -0.000840 -0.000010 0.000000 -186.561573 0 1 0 0 0 0
2.898877 0.397439 0.156203 -0.001886 -0.000028 0.000001 -187.577445 0 1 0 0 0 0
2.905432 0.496799 0.194374 -0.002706 -0.000064 0.000002 -188.749010 0 1 0 0 0 0
2.914325 0.596159 0.231827 -0.001878 -0.000101 0.000000 -189.825245 0 1 0 0 0 0
2.925749 0.695518 0.268357 -0.000306 -0.000121 -0.000002 -190.729737 0 1 0 0 0 0
2.939503 0.794878 0.303831 0.001729 -0.000113 -0.000005 -191.448074 0 1 0 0 0 0
2.955352 0.894238 0.338153 0.004154 -0.000070 -0.000007 -191.965425 0 1 0 0 0 0
2.973055 0.993598 0.371264 0.006915 0.000014 -0.000008 -192.279098 0 1 0 0 0 0
2.992378 1.092958 0.403134 0.009968 0.000139 -0.000007 -192.394359 0 1 0 0 0 0
3.013099 1.192317 0.433754 0.013279 0.000306 -0.000004 -192.321346 0 1 0 0 0 0
3.035016 1.291677 0.463138 0.016812 0.000512 0.000002 -192.073039 0 1 0 0 0 0
3.057948 1.391037 0.491312 0.020534 0.000753 0.000011 -191.663941 0 1 0 0 0 0
3.081735 1.490397 0.518311 0.024408 0.001023 0.000021 -191.109242 0 1 0 0 0 0
3.106233 1.589756 0.544178 0.028394 0.001315 0.000032 -190.424341 0 1 0 0 0 0
3.131316 1.689116 0.568964 0.032451 0.001621 0.000044 -189.624650 0 1 0 0 0 0
3.156862 1.788476 0.592722 0.036537 0.001932 0.000055 -188.725613 0 1 0 0 0 0
3.182753 1.887836 0.615513 0.040609 0.002239 0.000064 -187.742877 0 1 0 0 0 0
3.208867 1.987196 0.637406 0.044633 0.002535 0.000071 -186.692535 0 1 0 0 0 0
3.235071 2.086555 0.658477 0.048589 0.002815 0.000075 -185.591294 0 1 0 0 0 0
3.261229 2.185915 0.678812 0.052478 0.003079 0.000076 -184.456366 0 1 0 0 0 0
3.287215 2.285275 0.698491 0.056328 0.003333 0.000075 -183.304906 0 1 0 0 0 0
3.312934 2.384635 0.717588 0.060187 0.003587 0.000073 -182.152990 0 1 0 0 0 0
3.338340 2.483994 0.736153 0.064111 0.003850 0.000072 -181.014449 0 1 0 0 0 0
