r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.171624 -1.291677 -0.424101 0.034641 -0.003195 0.000289 -177.297879 0 1 0 0 0 0
3.129885 -1.192317 -0.401989 0.030026 -0.002595 0.000221 -179.973387 0 1 0 0 0 0
3.087930 -1.092958 -0.378571 0.025327 -0.001997 0.000156 -182.196394 0 1 0 0 0 0
3.049223 -0.993598 -0.352948 0.020904 -0.001478 0.000104 -183.977887 0 1 0 0 0 0
3.014279 -0.894238 -0.325061 0.016783 -0.001041 0.000065 -185.327545 0 1 0 0 0 0
2.983527 -0.794878 -0.294930 0.012978 -0.000687 0.000037 -186.271622 0 1 0 0 0 0
2.957252 -0.695518 -0.262670 0.009495 -0.000412 0.000018 -186.850693 0 1 0 0 0 0
2.935564 -0.596159 -0.228485 0.006341 -0.000212 0.000007 -187.113774 0 1 0 0 0 0
2.918408 -0.496799 -0.192649 0.003562 -0.000080 0.000002 -187.109443 0 1 0 0 0 0
2.905598 -0.397439 -0.155481 0.001309 -0.000010 -0.000000 -186.875648 0 1 0 0 0 0
2.896850 -0.298079 -0.117316 -0.000009 0.000007 -0.000000 -186.440939 0 1 0 0 0 0
2.892040 -0.198720 -0.078471 -0.000123 0.000002 -0.000000 -185.856758 0 1 0 0 0 0
2.890009 -0.099360 -0.039291 -0.000046 0.000000 -0.000000 -185.396643 0 1 0 0 0 0
2.889399 -0.000000 -0.000000 0.000000 0.000000 0.000000 -185.239988 0 1 0 0 0 0
2.889936 0.099360 0.039293 -0.000076 -0.000000 0.000000 -185.396385 0 1 0 0 0 0
2.891538 0.198720 0.078499 -0.000353 -0.000003 0.000000 -185.862797 0 1 0 0 0 0
2.894258 0.298079 0.117527 -0.000934 -0.000010 0.000000 -186.632105 0 1 0 0 0 0
2.898539 0.397439 0.156240 -0.002039 -0.000029 0.000001 -187.672428 0 1 0 0 0 0
2.904955 0.496799 0.194438 -0.002861 -0.000065 0.000002 -188.870642 0 1 0 0 0 0
2.913703 0.596159 0.231926 -0.002002 -0.000103 0.000000 -189.968636 0 1 0 0 0 0
2.924989 0.695518 0.268497 -0.000413 -0.000124 -0.000002 -190.897458 0 1 0 0 0 0
2.938617 0.794878 0.304014 0.001642 -0.000117 -0.000005 -191.639932 0 1 0 0 0 0
2.954358 0.894238 0.338381 0.004088 -0.000073 -0.000007 -192.180540 0 1 0 0 0 0
2.971972 0.993598 0.371535 0.006868 0.000011 -0.000008 -192.516136 0 1 0 0 0 0
2.991222 1.092958 0.403445 0.009942 0.000137 -0.000007 -192.651655 0 1 0 0 0 0
3.011886 1.192317 0.434104 0.013272 0.000305 -0.000004 -192.597010 0 1 0 0 0 0
3.033759 1.291677 0.463522 0.016826 0.000513 0.000002 -192.365048 0 1 0 0 0 0
3.056660 1.391037 0.491726 0.020571 0.000756 0.000011 -191.970197 0 1 0 0 0 0
3.080427 1.490397 0.518751 0.024472 0.001030 0.000021 -191.427592 0 1 0 0 0 0
3.104919 1.589756 0.544639 0.028490 0.001327 0.000033 -190.752562 0 1 0 0 0 0
3.130009 1.689116 0.569439 0.032584 0.001639 0.000045 -189.960395 0 1 0 0 0 0
3.155582 1.788476 0.593202 0.036714 0.001957 0.000057 -189.066314 0 1 0 0 0 0
3.181525 1.887836 0.615988 0.040836 0.002272 0.000067 -188.085626 0 1 0 0 0 0
3.207724 1.987196 0.637860 0.044916 0.002577 0.000074 -187.033955 0 1 0 0 0 0
3.234057 2.086555 0.658891 0.048926 0.002865 0.000078 -185.927458 0 1 0 0 0 0
3.260392 2.185915 0.679160 0.052861 0.003135 0.000080 -184.782842 0 1 0 0 0 0
3.286603 2.285275 0.698751 0.056741 0.003391 0.000078 -183.616985 0 1 0 0 0 0
3.312584 2.384635 0.717739 0.060607 0.003642 0.000076 -182.446101 0 1 0 0 0 0
3.338270 2.483994 0.736184 0.064514 0.003898 0.000073 -181.284617 0 1 0 0 0 0
