r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.181187 -1.291677 -0.421555 0.034947 -0.003238 0.000293 -175.318102 0 1 0 0 0 0
3.137239 -1.192317 -0.400106 0.030098 -0.002584 0.000218 -177.809744 0 1 0 0 0 0
3.096098 -1.092958 -0.376576 0.025464 -0.001994 0.000154 -179.853588 0 1 0 0 0 0
3.058291 -0.993598 -0.350858 0.021089 -0.001478 0.000103 -181.443685 0 1 0 0 0 0
3.024328 -0.894238 -0.322904 0.016997 -0.001043 0.000064 -182.591878 0 1 0 0 0 0
2.994632 -0.794878 -0.292747 0.013197 -0.000689 0.000036 -183.329531 0 1 0 0 0 0
2.969471 -0.695518 -0.260513 0.009692 -0.000414 0.000018 -183.704947 0 1 0 0 0 0
2.948923 -0.596159 -0.226419 0.006489 -0.000213 0.000007 -183.776429 0 1 0 0 0 0
2.932886 -0.496799 -0.190752 0.003629 -0.000080 0.000002 -183.602672 0 1 0 0 0 0
2.913243 -0.298079 -0.116000 -0.000140 0.000008 -0.000000 -182.701114 0 1 0 0 0 0
2.909063 -0.198720 -0.077556 -0.000224 0.000002 -0.000000 -182.060663 0 1 0 0 0 0
2.907342 -0.099358 -0.038823 -0.000076 0.000000 -0.000000 -181.580884 0 1 0 0 0 0
2.906830 0.000000 0.000000 0.000000 0.000000 0.000000 -181.418241 0 1 0 0 0 0
2.907276 0.099360 0.038825 -0.000111 -0.000000 0.000000 -181.579928 0 1 0 0 0 0
2.908622 0.198722 0.077580 -0.000492 -0.000003 0.000000 -182.062055 0 1 0 0 0 0
2.910951 0.298079 0.116182 -0.001233 -0.000011 0.000000 -182.858172 0 1 0 0 0 0
2.914679 0.397439 0.154514 -0.002494 -0.000029 0.000001 -183.944354 0 1 0 0 0 0
2.920433 0.496799 0.192382 -0.003440 -0.000067 0.000002 -185.206601 0 1 0 0 0 0
2.928454 0.596159 0.229596 -0.002577 -0.000111 0.000001 -186.378949 0 1 0 0 0 0
2.939012 0.695518 0.265941 -0.000930 -0.000137 -0.000002 -187.392762 0 1 0 0 0 0
2.951952 0.794878 0.301273 0.001203 -0.000133 -0.000005 -188.225693 0 1 0 0 0 0
2.967063 0.894238 0.335489 0.003732 -0.000092 -0.000007 -188.859035 0 1 0 0 0 0
2.984111 0.993598 0.368518 0.006594 -0.000008 -0.000009 -189.287050 0 1 0 0 0 0
3.002859 1.092958 0.400324 0.009747 0.000120 -0.000008 -189.512578 0 1 0 0 0 0
3.023078 1.192317 0.430895 0.013157 0.000292 -0.000004 -189.543925 0 1 0 0 0 0
3.044557 1.291677 0.460240 0.016793 0.000505 0.000002 -189.392754 0 1 0 0 0 0
3.067109 1.391037 0.488381 0.020627 0.000756 0.000010 -189.072613 0 1 0 0 0 0
3.090569 1.490397 0.515352 0.024626 0.001040 0.000021 -188.597916 0 1 0 0 0 0
3.114797 1.589756 0.541190 0.028757 0.001351 0.000034 -187.983286 0 1 0 0 0 0
3.139671 1.689116 0.565940 0.032986 0.001680 0.000047 -187.243163 0 1 0 0 0 0
3.165085 1.788476 0.589645 0.037274 0.002020 0.000060 -186.391646 0 1 0 0 0 0
3.190949 1.887836 0.612355 0.041582 0.002361 0.000072 -185.442497 0 1 0 0 0 0
3.217175 1.987196 0.634118 0.045873 0.002695 0.000081 -184.409273 0 1 0 0 0 0
3.243679 2.086555 0.654987 0.050112 0.003014 0.000087 -183.305540 0 1 0 0 0 0
3.270372 2.185915 0.675021 0.054270 0.003311 0.000089 -182.145096 0 1 0 0 0 0
3.297157 2.285275 0.694285 0.058333 0.003584 0.000086 -180.942110 0 1 0 0 0 0
3.323929 2.384635 0.712848 0.062307 0.003834 0.000080 -179.711055 0 1 0 0 0 0
3.350585 2.483994 0.730782 0.066216 0.004066 0.000071 -178.466296 0 1 0 0 0 0
