r2      ,q2       , beta    , q4     , q6     , q8     , ene     
3.142919 -1.291677 -0.431883 0.029109 -0.001978 0.000117 -176.533602 0 1 0 0 0 0
3.109173 -1.192317 -0.407362 0.025986 -0.001724 0.000101 -179.446467 0 1 0 0 0 0
3.068241 -1.092958 -0.383445 0.022425 -0.001399 0.000077 -181.933798 0 1 0 0 0 0
3.030885 -0.993598 -0.357232 0.018880 -0.001085 0.000055 -183.892563 0 1 0 0 0 0
2.997355 -0.894238 -0.328742 0.015421 -0.000797 0.000036 -185.342165 0 1 0 0 0 0
2.967932 -0.794878 -0.298038 0.012101 -0.000545 0.000021 -186.323161 0 1 0 0 0 0
2.942837 -0.695518 -0.265250 0.008962 -0.000337 0.000010 -186.891162 0 1 0 0 0 0
2.922166 -0.596159 -0.230585 0.006046 -0.000176 0.000004 -187.109194 0 1 0 0 0 0
2.905867 -0.496799 -0.194316 0.003420 -0.000064 0.000001 -187.038541 0 1 0 0 0 0
2.893735 -0.397439 -0.156759 0.001242 -0.000001 -0.000000 -186.729203 0 1 0 0 0 0
2.885431 -0.298079 -0.118247 -0.000084 0.000015 -0.000000 -186.220264 0 1 0 0 0 0
2.880773 -0.198720 -0.079086 -0.000198 0.000005 0.000000 -185.571971 0 1 0 0 0 0
2.878799 -0.099360 -0.039597 -0.000072 0.000001 0.000000 -185.068300 0 1 0 0 0 0
2.878213 0.000000 0.000000 -0.000000 0.000000 0.000000 -184.897601 0 1 0 0 0 0
2.878731 0.099360 0.039599 -0.000100 -0.000001 0.000000 -185.066810 0 1 0 0 0 0
2.880293 0.198720 0.079113 -0.000454 -0.000007 0.000000 -185.571166 0 1 0 0 0 0
2.883007 0.298079 0.118446 -0.001147 -0.000024 0.000000 -186.404038 0 1 0 0 0 0
2.887366 0.397439 0.157451 -0.002318 -0.000059 0.000001 -187.535980 0 1 0 0 0 0
2.893842 0.496799 0.195934 -0.002928 -0.000108 0.000002 -188.821100 0 1 0 0 0 0
2.902479 0.596159 0.233723 -0.001899 -0.000142 0.000001 -189.978344 0 1 0 0 0 0
2.913548 0.695518 0.270609 -0.000246 -0.000154 -0.000001 -190.964750 0 1 0 0 0 0
2.926885 0.794878 0.306456 0.001828 -0.000141 -0.000003 -191.755475 0 1 0 0 0 0
2.942257 0.894238 0.341170 0.004226 -0.000099 -0.000005 -192.333223 0 1 0 0 0 0
2.959421 0.993598 0.374693 0.006870 -0.000033 -0.000007 -192.692022 0 1 0 0 0 0
2.978141 1.092958 0.406997 0.009695 0.000054 -0.000009 -192.832780 0 1 0 0 0 0
2.998201 1.192317 0.438075 0.012646 0.000157 -0.000011 -192.760503 0 1 0 0 0 0
3.019418 1.291677 0.467936 0.015675 0.000270 -0.000013 -192.482666 0 1 0 0 0 0
3.041631 1.391037 0.496597 0.018741 0.000385 -0.000015 -192.008300 0 1 0 0 0 0
3.064709 1.490397 0.524086 0.021808 0.000499 -0.000018 -191.347510 0 1 0 0 0 0
3.088536 1.589756 0.550432 0.024845 0.000606 -0.000023 -190.511276 0 1 0 0 0 0
3.113013 1.689116 0.575673 0.027825 0.000701 -0.000030 -189.511414 0 1 0 0 0 0
3.138048 1.788476 0.599850 0.030727 0.000780 -0.000038 -188.360627 0 1 0 0 0 0
3.163551 1.887836 0.623008 0.033538 0.000843 -0.000048 -187.072542 0 1 0 0 0 0
3.189429 1.987196 0.645198 0.036252 0.000887 -0.000060 -185.661642 0 1 0 0 0 0
3.215592 2.086555 0.666480 0.038876 0.000913 -0.000074 -184.142972 0 1 0 0 0 0
3.241949 2.185915 0.686910 0.041428 0.000924 -0.000089 -182.531529 0 1 0 0 0 0
3.268426 2.285275 0.706545 0.043936 0.000924 -0.000105 -180.841365 0 1 0 0 0 0
3.294970 2.384635 0.725434 0.046435 0.000916 -0.000123 -179.084538 0 1 0 0 0 0
3.321560 2.483994 0.743610 0.048957 0.000905 -0.000141 -177.270189 0 1 0 0 0 0
